net,length_um
dmem_wdata_o[21],7.61
_1502_,7.6
_1944_,7.6
rf_rs2_i[25],7.57
_1749_,7.56
_2168_,7.56
_2257_,7.56
_0390_,7.52
_1089_,7.52
_1646_,7.52
_1994_,7.52
_2074_,7.52
_2203_,7.52
_2204_,7.52
_2224_,7.52
_2237_,7.52
_2288_,7.52
_1697_,7.5
_1952_,7.5
_2026_,7.5
_0279_,7.485
_0412_,7.48
_0482_,7.48
_2312_,7.44
_1948_,7.42
_0885_,7.4
_1082_,7.4
_2119_,7.4
i_decode_stage.decode_state_o\[5\],7.4
_1786_,7.385
imem_rdata_i[17],7.37
imem_rdata_i[21],7.37
_0021_,7.34
_1783_,7.34
_1889_,7.34
_2114_,7.34
net370,7.34
_2106_,7.32
_1855_,7.3
i_mem_slice_stage.mem_state_o\[88\],7.26
imem_rdata_i[27],7.25
imem_rdata_i[31],7.25
_0862_,7.24
_1549_,7.24
_0261_,7.22
_0515_,7.22
_0567_,7.22
_0602_,7.22
_1606_,7.22
_2266_,7.22
net381,7.22
net395,7.22
_0856_,7.2
_1779_,7.2
_0091_,7.18
_0576_,7.18
_1451_,7.18
_1611_,7.18
_2015_,7.18
_2278_,7.18
_0295_,7.145
_0434_,7.14
_2008_,7.14
imem_addr_o[10],7.13
imem_addr_o[14],7.13
imem_addr_o[18],7.13
imem_addr_o[22],7.13
imem_addr_o[26],7.13
imem_addr_o[2],7.13
imem_addr_o[6],7.13
_0514_,7.12
_1437_,7.12
_0001_,7.1
_0769_,7.1
_1506_,7.1
_2170_,7.1
_0431_,7.08
_0441_,7.08
_0098_,7.065
_1202_,7.06
_1910_,7.06
_1912_,7.06
_2020_,7.06
_2315_,7.06
dmem_addr_o[4],7.03
rf_port1_reg_o[2],7.03
rf_wr_data_o[3],7.03
rf_wr_data_o[7],7.03
rf_wr_reg_o[4],7.03
_0026_,7.025
_1318_,7
i_mem_slice_stage.mem_state_o\[66\],7
_1381_,6.98
_2280_,6.98
_0486_,6.96
net350,6.94
i_decode_stage.decode_state_o\[36\],6.92
_1512_,6.9
net299,6.89
rf_wr_reg_o[1],6.89
_0049_,6.88
net360,6.88
_1266_,6.86
_1408_,6.86
_1844_,6.86
_0151_,6.84
_0204_,6.84
_1465_,6.82
net34,6.82
_1835_,6.78
_0191_,6.76
_0195_,6.76
_0327_,6.76
_0872_,6.76
_1117_,6.76
_1612_,6.76
_1684_,6.76
_1956_,6.76
_2273_,6.76
_2326_,6.76
net411,6.76
_0185_,6.74
_0485_,6.74
_1067_,6.74
_1226_,6.74
_2264_,6.74
_0012_,6.72
_0041_,6.72
_0102_,6.72
_1031_,6.72
_1237_,6.72
_1531_,6.72
_1652_,6.72
_2199_,6.72
i_decode_stage.decode_state_o\[11\],6.72
_1085_,6.71
_0281_,6.705
_1536_,6.7
i_mem_slice_stage.mem_state_o\[45\],6.7
_0706_,6.69
net301,6.67
net305,6.67
net317,6.67
net321,6.67
net325,6.67
net329,6.67
net333,6.67
net309,6.67
net313,6.67
_1860_,6.66
_2247_,6.66
_0933_,6.64
_1229_,6.64
_1385_,6.64
_1600_,6.64
_1636_,6.64
_1739_,6.64
_2005_,6.64
_2161_,6.64
_2191_,6.64
_2252_,6.64
i_exec_stage.exec_state_o\[27\],6.64
_1386_,6.62
_1605_,6.62
_1232_,6.6
_1442_,6.6
_1543_,6.6
_2104_,6.6
_2299_,6.6
_2328_,6.6
imem_gnt_i,6.57
imem_rdata_i[13],6.57
imem_rdata_i[5],6.57
rf_rs2_i[19],6.57
rf_rs2_i[26],6.55
rf_rs2_i[30],6.55
_0193_,6.52
_1993_,6.52
_2052_,6.52
_2294_,6.52
_1131_,6.5
_0238_,6.48
imem_addr_o[5],6.45
imem_rdata_i[25],6.45
imem_rdata_i[9],6.45
_1174_,6.44
_1387_,6.44
net303,6.43
imem_rdata_i[2],6.43
net315,6.43
net319,6.43
net323,6.43
net327,6.43
net331,6.43
net307,6.43
_1482_,6.4
_1705_,6.4
_0088_,6.38
i_exec_stage.data_fwd_o\[38\],6.38
net384,6.38
_1804_,6.37
_2220_,6.36
_1367_,6.32
_1378_,6.32
_1896_,6.32
_0057_,6.3
_0144_,6.3
_0407_,6.3
_1493_,6.3
_2261_,6.3
net353,6.3
net368,6.3
_0146_,6.28
_0863_,6.28
_1077_,6.28
_1165_,6.28
_1534_,6.28
_2059_,6.28
net237,6.28
_0517_,6.26
_0520_,6.26
_0721_,6.26
_1118_,6.26
_1389_,6.26
_1542_,6.26
_1847_,6.26
_1947_,6.26
_1989_,6.26
_2078_,6.26
_2175_,6.26
dmem_addr_o[3],6.21
imem_addr_o[0],6.21
imem_addr_o[12],6.21
imem_addr_o[16],6.21
imem_addr_o[24],6.21
imem_addr_o[28],6.21
imem_addr_o[4],6.21
imem_addr_o[8],6.21
rf_rs1_i[20],6.21
rf_rs2_i[20],6.21
_0435_,6.2
_1151_,6.2
_2270_,6.2
_0406_,6.18
_0436_,6.18
_1342_,6.18
_1424_,6.18
_1894_,6.18
_2068_,6.18
_2149_,6.18
i_exec_stage.exec_state_o\[64\],6.18
net273,6.18
_0388_,6.14
_0437_,6.14
_0780_,6.14
_1503_,6.14
_1513_,6.14
_1700_,6.14
_1868_,6.14
_2027_,6.14
_2130_,6.14
_2217_,6.14
_2236_,6.14
_2277_,6.14
i_decode_stage.decode_state_o\[10\],6.14
i_exec_stage.exec_state_o\[22\],6.14
i_exec_stage.exec_state_o\[25\],6.14
i_exec_stage.exec_state_o\[53\],6.14
i_exec_stage.exec_state_o\[62\],6.14
_0011_,6.105
_1306_,6.08
i_mem_slice_stage.mem_state_o\[22\],6.08
_1124_,6.07
_1616_,6.06
_2024_,6.06
_2307_,6.06
net405,6.06
_0980_,6.04
net316,5.99
_1721_,5.98
_0008_,5.96
_0087_,5.96
_0208_,5.96
_0253_,5.96
_1643_,5.96
i_mem_slice_stage.mem_state_o\[39\],5.96
i_mem_slice_stage.mem_state_o\[59\],5.96
net82,5.96
_1823_,5.945
_0206_,5.92
net179,5.92
_1672_,5.9
rf_wr_data_o[0],5.87
rf_wr_data_o[10],5.87
_0937_,5.86
_1147_,5.86
_1495_,5.86
_1584_,5.86
_1772_,5.86
_0093_,5.84
_1444_,5.84
_1576_,5.84
_1597_,5.84
_1601_,5.84
_1957_,5.84
_1958_,5.84
_2290_,5.84
i_decode_stage.decode_state_o\[235\],5.84
i_exec_stage.exec_state_o\[42\],5.84
i_exec_stage.exec_state_o\[61\],5.84
i_exec_stage.exec_state_o\[6\],5.84
_0256_,5.8
_0905_,5.8
_1698_,5.8
_1761_,5.8
_2001_,5.8
_2309_,5.8
i_exec_stage.exec_state_o\[13\],5.8
imem_addr_o[13],5.77
imem_addr_o[17],5.77
imem_addr_o[1],5.77
imem_addr_o[21],5.77
imem_addr_o[25],5.77
imem_addr_o[29],5.77
imem_addr_o[9],5.77
rf_port2_reg_o[0],5.77
rf_wr_data_o[5],5.77
_1247_,5.74
_2183_,5.74
_2193_,5.74
_2218_,5.74
_2223_,5.74
_2231_,5.74
_2249_,5.74
_2250_,5.74
_1719_,5.725
_0046_,5.72
_0180_,5.72
_0243_,5.72
_1038_,5.72
_1155_,5.72
_1263_,5.72
_1320_,5.72
_1548_,5.72
_1861_,5.72
_2082_,5.72
_2206_,5.72
_2263_,5.72
i_exec_stage.exec_state_o\[65\],5.72
net23,5.72
net233,5.72
_0342_,5.68
_0499_,5.68
_0750_,5.68
_1021_,5.68
_1209_,5.68
_1818_,5.68
_1971_,5.68
_1999_,5.68
_2146_,5.68
_2296_,5.68
imem_rdata_i[29],5.65
_0268_,5.645
net343,5.645
_0119_,5.62
net104,5.62
_0043_,5.6
_0522_,5.6
_0956_,5.58
net80,5.58
_2151_,5.56
_0080_,5.53
dmem_addr_o[2],5.53
rf_wr_data_o[13],5.53
rf_wr_data_o[31],5.53
_1658_,5.52
_2039_,5.52
_2126_,5.52
i_mem_slice_stage.mem_state_o\[31\],5.52
_0176_,5.5
_0222_,5.5
_1200_,5.5
_1230_,5.5
_1314_,5.5
_0006_,5.48
_0798_,5.48
_1265_,5.48
_1282_,5.47
_0010_,5.46
_0107_,5.46
_0202_,5.46
_0205_,5.46
_0216_,5.46
net326,5.41
_0127_,5.4
_1249_,5.4
_1453_,5.4
_1610_,5.4
_1729_,5.4
_0096_,5.38
_0178_,5.38
_0262_,5.38
_0349_,5.38
_1418_,5.38
_1713_,5.38
_1769_,5.38
_2009_,5.38
_2265_,5.38
_2317_,5.38
i_mem_slice_stage.mem_state_o\[70\],5.38
_1494_,5.36
_0300_,5.345
_0149_,5.34
_1399_,5.34
_1946_,5.34
_1953_,5.34
_2238_,5.34
_2293_,5.34
_2297_,5.34
_2329_,5.34
i_exec_stage.exec_state_o\[14\],5.34
i_exec_stage.exec_state_o\[26\],5.34
net300,5.31
net304,5.31
net320,5.31
net324,5.31
net328,5.31
net332,5.31
net308,5.31
net312,5.31
i_mem_slice_stage.mem_state_o\[37\],5.29
_1704_,5.285
_0403_,5.28
_1539_,5.28
_1582_,5.28
_2201_,5.28
_0557_,5.26
_1172_,5.26
_1323_,5.26
_1490_,5.26
_2046_,5.26
_2197_,5.26
_2331_,5.26
i_exec_stage.exec_state_o\[31\],5.26
net232,5.26
net377,5.26
_0169_,5.24
_0921_,5.24
_1438_,5.24
net340,5.225
_1116_,5.22
_1372_,5.22
_1569_,5.22
_1680_,5.22
_1758_,5.22
_1767_,5.22
_1962_,5.22
_2174_,5.22
_2298_,5.22
_1253_,5.2
rf_port1_reg_o[1],5.19
rf_port1_reg_o[3],5.19
rf_wr_data_o[2],5.19
rf_wr_data_o[4],5.19
rf_wr_data_o[8],5.19
rf_wr_reg_o[3],5.19
_0203_,5.14
_1535_,5.14
_1997_,5.14
_1352_,5.12
i_mem_slice_stage.mem_state_o\[40\],5.12
_2066_,5.1
_0280_,5.085
imem_addr_o[27],5.07
net302,5.07
imem_rdata_i[1],5.07
net318,5.07
net322,5.07
net306,5.07
net330,5.07
net334,5.07
net310,5.07
net314,5.07
_0375_,5.06
_1941_,5.06
_0145_,5.04
_0687_,5.04
_1568_,5.04
_1773_,5.04
_1537_,5.03
_1063_,5.02
_1803_,5.015
_0100_,5
_0105_,5
_0183_,5
_1673_,5
_1726_,5
_0354_,4.94
_0697_,4.94
_1096_,4.94
_1260_,4.94
_1592_,4.94
_1629_,4.94
_1651_,4.94
_1728_,4.94
_2056_,4.94
i_exec_stage.exec_state_o\[33\],4.94
_0022_,4.92
_0164_,4.92
_1583_,4.92
_1980_,4.92
_2050_,4.92
_2182_,4.92
net90,4.92
net234,4.92
net239,4.92
_0787_,4.9
_0288_,4.885
_0304_,4.885
_0173_,4.88
_0217_,4.88
_0356_,4.88
_0907_,4.88
_1510_,4.88
_1748_,4.88
_1882_,4.88
_2017_,4.88
_2038_,4.88
_2132_,4.88
_2187_,4.88
dmem_req_o,4.85
imem_addr_o[11],4.85
imem_addr_o[15],4.85
imem_addr_o[19],4.85
imem_addr_o[23],4.85
imem_addr_o[31],4.85
imem_addr_o[3],4.85
imem_addr_o[7],4.85
rf_rs2_i[31],4.85
_0274_,4.82
_0350_,4.82
_1955_,4.82
_1986_,4.82
_0401_,4.8
_0745_,4.8
_1221_,4.8
_1336_,4.8
_1345_,4.8
_1449_,4.8
_1630_,4.8
_1711_,4.8
_1768_,4.8
_2173_,4.8
_2243_,4.8
_2313_,4.8
i_mem_slice_stage.mem_state_o\[67\],4.8
i_exec_stage.exec_state_o\[32\],4.78
_0639_,4.76
_0823_,4.76
_1410_,4.76
_1443_,4.76
_2251_,4.76
_2272_,4.76
i_mem_slice_stage.mem_state_o\[54\],4.76
_1664_,4.7
_0031_,4.68
_0051_,4.68
_0585_,4.68
_1034_,4.68
_1403_,4.68
_1851_,4.68
net347,4.68
_1126_,4.66
_0265_,4.625
_1751_,4.6
_0020_,4.58
_0050_,4.58
_0132_,4.58
_0005_,4.565
_0698_,4.56
_1011_,4.56
_1917_,4.56
_0063_,4.54
_0711_,4.54
i_mem_slice_stage.mem_state_o\[48\],4.54
net162,4.54
_0303_,4.505
_0569_,4.48
_0595_,4.48
_1904_,4.48
_2111_,4.48
_2107_,4.465
_0172_,4.46
_0198_,4.46
_0214_,4.46
_0215_,4.46
_0306_,4.46
_0392_,4.46
_0395_,4.46
_1132_,4.46
_1380_,4.46
_1483_,4.46
_1499_,4.46
_1520_,4.46
_1622_,4.46
_1741_,4.46
_1836_,4.46
_1885_,4.46
_2205_,4.46
_2318_,4.46
_2327_,4.46
i_exec_stage.exec_state_o\[12\],4.46
net125,4.46
net383,4.46
_0717_,4.44
_1008_,4.44
_1055_,4.44
_1111_,4.44
_0287_,4.425
_0456_,4.42
_0476_,4.42
_1925_,4.42
_1990_,4.42
_2260_,4.42
_2305_,4.42
_2311_,4.42
_2330_,4.42
_1109_,4.36
_2198_,4.36
_0061_,4.34
_0423_,4.34
_0979_,4.34
_1224_,4.34
_1411_,4.34
_1461_,4.34
_1470_,4.34
_1564_,4.34
_1752_,4.34
_2054_,4.34
_2115_,4.34
_2122_,4.34
_2181_,4.34
_2267_,4.34
_2285_,4.34
i_exec_stage.exec_state_o\[47\],4.34
i_exec_stage.exec_state_o\[60\],4.34
i_exec_stage.reg_meta_o\[1\],4.34
i_mem_slice_stage.mem_state_o\[41\],4.34
_0294_,4.325
_0053_,4.305
_0289_,4.295
_1857_,4.24
i_mem_slice_stage.mem_state_o\[47\],4.24
i_decode_stage.decode_state_o\[28\],4.22
net358,4.22
net362,4.22
_2150_,4.2
_0110_,4.14
_0227_,4.14
_1190_,4.14
_0025_,4.12
_0154_,4.12
_0233_,4.12
_1509_,4.12
_2121_,4.12
net348,4.12
net351,4.12
net365,4.12
_0999_,4.1
_1166_,4.1
_1696_,4.1
_0410_,4.08
_1407_,4.07
_0194_,4.02
_0890_,4.02
_1104_,4.02
_1346_,4.02
_1609_,4.02
_1744_,4.02
_1759_,4.02
_0023_,4
_0047_,4
_0078_,4
_0111_,4
_0114_,4
_1037_,4
_1050_,4
_1139_,4
_1397_,4
_1515_,4
_1585_,4
_1738_,4
_1968_,4
_2007_,4
_2219_,4
_2244_,4
_2245_,4
_2291_,4
_2320_,4
_2325_,4
i_mem_slice_stage.mem_state_o\[43\],4
i_mem_slice_stage.mem_state_o\[46\],4
net371,4
net373,4
_0848_,3.98
_0298_,3.925
_0301_,3.925
_1205_,3.91
_1618_,3.91
_0599_,3.9
_0648_,3.9
_1640_,3.9
_1668_,3.9
_1906_,3.9
_1914_,3.9
_2013_,3.9
_2014_,3.9
_2018_,3.9
_2248_,3.9
_2282_,3.9
_0101_,3.88
_1341_,3.88
_1919_,3.88
_2232_,3.88
_0267_,3.865
_1236_,3.86
_0190_,3.845
_0259_,3.845
_0036_,3.76
_0260_,3.76
_1593_,3.76
_2044_,3.76
_2088_,3.76
_2253_,3.76
_1913_,3.685
_0438_,3.68
_1276_,3.68
_1484_,3.68
_2023_,3.68
_0056_,3.66
_0097_,3.66
_0108_,3.66
_0109_,3.66
_0115_,3.66
_0123_,3.66
_0139_,3.66
_0228_,3.66
_0255_,3.66
_1577_,3.66
_1854_,3.66
i_mem_slice_stage.mem_state_o\[50\],3.66
_1922_,3.655
_1066_,3.65
_0039_,3.56
_0054_,3.56
_0067_,3.56
_0188_,3.56
_0207_,3.56
_0240_,3.56
_0244_,3.56
_0264_,3.56
_1231_,3.56
_1235_,3.56
_1617_,3.56
_1675_,3.56
_1918_,3.56
_2096_,3.56
i_exec_stage.reg_meta_o\[3\],3.56
_0015_,3.54
_0042_,3.54
_0118_,3.54
_0122_,3.54
_0134_,3.54
_0153_,3.54
_0155_,3.54
_0197_,3.54
_0210_,3.54
_0955_,3.54
_1215_,3.54
_1262_,3.54
_1419_,3.54
_1471_,3.54
_1487_,3.54
_1770_,3.54
_2271_,3.54
_2275_,3.54
_2303_,3.54
i_exec_stage.exec_state_o\[18\],3.54
i_exec_stage.exec_state_o\[41\],3.54
net119,3.54
net372,3.54
_1201_,3.52
_1289_,3.44
_1995_,3.44
_2176_,3.44
_2180_,3.44
_2208_,3.44
_2279_,3.44
_2314_,3.44
_0161_,3.42
_0477_,3.42
_1161_,3.42
_1591_,3.42
_1655_,3.42
_1677_,3.42
_1765_,3.42
_1878_,3.42
_1905_,3.42
_1963_,3.42
_1964_,3.42
_2032_,3.42
_2094_,3.42
_2098_,3.42
_2169_,3.42
_2188_,3.42
_2225_,3.42
_2255_,3.42
i_exec_stage.exec_state_o\[19\],3.42
i_exec_stage.exec_state_o\[9\],3.42
i_mem_slice_stage.mem_state_o\[55\],3.42
i_mem_slice_stage.mem_state_o\[89\],3.42
_1659_,3.4
_0045_,3.385
net356,3.385
_0081_,3.3
_1777_,3.3
_0888_,3.22
_1250_,3.22
i_mem_slice_stage.mem_state_o\[60\],3.22
i_mem_slice_stage.mem_state_o\[61\],3.22
net112,3.22
_0004_,3.2
_0009_,3.2
_0013_,3.2
_0017_,3.2
_0064_,3.2
_1460_,3.2
net401,3.2
_1528_,3.18
_0116_,3.1
_0125_,3.1
_0126_,3.1
_0130_,3.1
_0131_,3.1
_0133_,3.1
_0135_,3.1
_0136_,3.1
_0137_,3.1
_0142_,3.1
_0147_,3.1
_0148_,3.1
_0157_,3.1
_0158_,3.1
_0159_,3.1
_0168_,3.1
_0177_,3.1
_0181_,3.1
_0184_,3.1
_0187_,3.1
_0192_,3.1
_0196_,3.1
_0236_,3.1
_0237_,3.1
_0258_,3.1
_0263_,3.1
_1731_,3.1
_1747_,3.1
_2128_,3.1
i_mem_slice_stage.mem_state_o\[51\],3.1
_0029_,3.08
_0060_,3.08
_0072_,3.08
_0075_,3.08
_0089_,3.08
_0166_,3.08
_0209_,3.08
_0211_,3.08
_0219_,3.08
_0242_,3.08
_0254_,3.08
_0718_,3.08
_0943_,3.08
_1005_,3.08
_1733_,3.08
_1754_,3.08
_2100_,3.08
_2116_,3.08
_2167_,3.08
_2185_,3.08
net75,3.08
_1334_,3.06
_1596_,3.06
_0000_,3.045
_1954_,2.98
_1992_,2.98
_2228_,2.98
_2286_,2.98
_2301_,2.98
_1575_,2.97
_0062_,2.96
_0076_,2.96
_0099_,2.96
_0654_,2.96
_0878_,2.96
_1220_,2.96
_1296_,2.96
_1337_,2.96
_1422_,2.96
_1462_,2.96
_1884_,2.96
_2136_,2.96
_2171_,2.96
_2178_,2.96
_2215_,2.96
_2254_,2.96
_2300_,2.96
_2322_,2.96
i_exec_stage.exec_state_o\[10\],2.96
i_exec_stage.exec_state_o\[20\],2.96
i_exec_stage.exec_state_o\[29\],2.96
i_exec_stage.valid_o,2.96
i_mem_slice_stage.pre_data\[23\],2.96
_0276_,2.945
_0277_,2.945
_0286_,2.945
_0290_,2.945
_0291_,2.945
_0297_,2.945
_1707_,2.87
_0085_,2.84
_0117_,2.84
_0138_,2.84
_0249_,2.84
i_exec_stage.exec_state_o\[48\],2.84
i_mem_slice_stage.mem_state_o\[20\],2.84
_0994_,2.76
_1258_,2.76
_1344_,2.76
_1439_,2.76
i_mem_slice_stage.mem_state_o\[63\],2.76
i_mem_slice_stage.mem_state_o\[64\],2.76
_0033_,2.74
_0068_,2.74
_0074_,2.74
_0083_,2.74
_0124_,2.74
_0170_,2.74
_0201_,2.74
_0221_,2.74
_0224_,2.74
_0230_,2.74
_0239_,2.74
_0252_,2.74
_0257_,2.74
_1135_,2.74
_1547_,2.74
_2144_,2.74
i_mem_slice_stage.mem_state_o\[65\],2.74
net376,2.74
_1799_,2.73
_0272_,2.715
_1690_,2.68
_0652_,2.66
_0090_,2.64
_1277_,2.64
i_exec_stage.exec_state_o\[58\],2.64
i_exec_stage.exec_state_o\[68\],2.64
i_mem_slice_stage.mem_state_o\[42\],2.64
_0120_,2.62
_0141_,2.62
_0182_,2.62
_0229_,2.62
_0247_,2.62
_0433_,2.62
_0629_,2.62
_0670_,2.62
_0918_,2.62
_1150_,2.62
_1406_,2.62
_1426_,2.62
_1572_,2.62
_1716_,2.62
_1724_,2.62
_1730_,2.62
_1916_,2.62
_1969_,2.62
_1985_,2.62
_2163_,2.62
_2196_,2.62
_2221_,2.62
_2283_,2.62
net238,2.62
net361,2.62
net399,2.62
net400,2.62
_0269_,2.595
_1960_,2.52
_1961_,2.52
_2011_,2.52
_2287_,2.52
_0941_,2.5
_1140_,2.5
_1210_,2.5
_1307_,2.5
_1316_,2.5
_1325_,2.5
_1354_,2.5
_1384_,2.5
_1404_,2.5
_1427_,2.5
_1514_,2.5
_1725_,2.5
_1763_,2.5
_2194_,2.5
_2200_,2.5
_2230_,2.5
i_exec_stage.exec_state_o\[30\],2.5
net240,2.5
_0220_,2.465
_1146_,2.4
_1689_,2.4
_1849_,2.4
net341,2.38
_0266_,2.375
_0292_,2.375
_0270_,2.325
_0282_,2.325
_0296_,2.325
_0302_,2.325
_1133_,2.3
_1717_,2.3
_0016_,2.28
_0027_,2.28
_0034_,2.28
_0055_,2.28
_0058_,2.28
_0071_,2.28
_0073_,2.28
_0092_,2.28
_0103_,2.28
_0128_,2.28
_0152_,2.28
_0199_,2.28
_0231_,2.28
_1559_,2.28
i_mem_slice_stage.mem_state_o\[56\],2.28
_0271_,2.255
_0095_,2.18
_0106_,2.18
_0112_,2.18
_0426_,2.18
_0555_,2.18
_0860_,2.18
_1046_,2.18
_1714_,2.18
_2076_,2.18
_2129_,2.18
i_exec_stage.exec_state_o\[39\],2.18
i_exec_stage.exec_state_o\[67\],2.18
_1368_,2.17
_0059_,2.16
_0077_,2.16
_0104_,2.16
_0179_,2.16
_0186_,2.16
_0250_,2.16
_0251_,2.16
_0353_,2.16
_0646_,2.16
_0732_,2.16
_0957_,2.16
_1168_,2.16
_1309_,2.16
_1613_,2.16
_1639_,2.16
_1737_,2.16
_1816_,2.16
_1970_,2.16
_1974_,2.16
_2070_,2.16
_2162_,2.16
_2184_,2.16
_2195_,2.16
_2202_,2.16
_2308_,2.16
_0293_,2.085
_1311_,2.06
_1975_,2.06
_1991_,2.06
_2269_,2.06
_2274_,2.06
_2284_,2.06
_0094_,2.04
_0351_,2.04
_0383_,2.04
_0443_,2.04
_1353_,2.04
_1400_,2.04
_1682_,2.04
_1856_,2.04
_1909_,2.04
_1978_,2.04
_2226_,2.04
i_mem_slice_stage.pre_data\[22\],2.04
_0245_,2.005
_1467_,1.94
_1915_,1.94
_1175_,1.92
_1128_,1.84
_1192_,1.84
_1556_,1.84
_1625_,1.84
_1694_,1.84
_1883_,1.84
net344,1.84
net406,1.84
_0032_,1.82
_0037_,1.82
_0040_,1.82
_0066_,1.82
_0079_,1.82
_0084_,1.82
_0140_,1.82
_0143_,1.82
_0175_,1.82
_0232_,1.82
_0781_,1.82
_1048_,1.82
_1631_,1.82
_1762_,1.82
_1812_,1.82
net409,1.82
_0845_,1.72
_1667_,1.72
_1746_,1.72
i_exec_stage.exec_state_o\[16\],1.72
_0113_,1.7
_0953_,1.7
_1349_,1.7
_2166_,1.7
_2304_,1.7
_2321_,1.7
_1157_,1.6
_1959_,1.6
_1979_,1.6
_1981_,1.6
_1987_,1.6
_1996_,1.6
_2000_,1.6
_2004_,1.6
_2120_,1.6
_2189_,1.6
_2239_,1.6
_2258_,1.6
_2259_,1.6
_2281_,1.6
_0278_,1.575
_0284_,1.575
_0680_,1.48
_0783_,1.48
_0285_,1.405
_0299_,1.405
_1246_,1.38
_1269_,1.38
_1500_,1.38
_1578_,1.38
_2060_,1.38
_2109_,1.38
_0028_,1.36
_0121_,1.36
_0150_,1.36
_0156_,1.36
_0167_,1.36
_0218_,1.36
_1558_,1.36
net380,1.36
_0974_,1.26
_1808_,1.26
_2086_,1.26
i_exec_stage.exec_state_o\[40\],1.26
_1395_,1.15
_0719_,1.14
_0808_,1.14
_1159_,1.14
_1950_,1.14
_1965_,1.14
_1976_,1.14
_1998_,1.14
_2003_,1.14
_2006_,1.14
_2025_,1.14
_2156_,1.14
_2157_,1.14
_2159_,1.14
_2160_,1.14
_2210_,1.14
_2229_,1.14
_2242_,1.14
_2256_,1.14
_2289_,1.14
_2295_,1.14
_2319_,1.14
_2323_,1.14
i_exec_stage.exec_state_o\[70\],1.14
_0414_,0.92
_1002_,0.92
_1061_,0.92
_1712_,0.92
_1833_,0.92
_2064_,0.92
_0903_,0.8
_1333_,0.8
_1806_,0.8
i_exec_stage.exec_state_o\[28\],0.8
i_exec_stage.exec_state_o\[34\],0.8
i_exec_stage.exec_state_o\[38\],0.8
i_exec_stage.exec_state_o\[46\],0.8
i_exec_stage.exec_state_o\[50\],0.8
i_exec_stage.exec_state_o\[52\],0.8
_0724_,0.46
_1040_,0.46
_1213_,0.46
_1440_,0.46
_1505_,0.46
_1709_,0.46
_2062_,0.46
_2080_,0.46
_2084_,0.46
